paper_id,doi,region,first_author,year,flagship,policy_title,policy_publisher,policy_country,policy_url,policy_published_on
38,10.1029/2010gl046442,central_valley,J. S. Famiglietti,2011,1,Earth Observation for Water Resources Management,World Bank,US,https://openknowledge.worldbank.org/server/api/core/bitstreams/44b007f9-c278-532e-b752-11546fd932ee/content,2016-04-12 00:00:00 UTC
322,10.1029/2008wr007333,murray,Marc Leblanc,2009,1,Earth Observation for Water Resources Management,World Bank,US,https://openknowledge.worldbank.org/server/api/core/bitstreams/44b007f9-c278-532e-b752-11546fd932ee/content,2016-04-12 00:00:00 UTC
343,10.1002/wrcr.20192,north_china_plain,Wei Feng,2013,0,Earth Observation for Water Resources Management,World Bank,US,https://openknowledge.worldbank.org/server/api/core/bitstreams/44b007f9-c278-532e-b752-11546fd932ee/content,2016-04-12 00:00:00 UTC
131,10.1038/nature08238,igp,Matthew Rodell,2009,1,Earth Observation for Water Resources Management,World Bank,US,https://openknowledge.worldbank.org/server/api/core/bitstreams/44b007f9-c278-532e-b752-11546fd932ee/content,2016-04-12 00:00:00 UTC
37,10.1073/pnas.1200311109,central_valley,Bridget R. Scanlon,2012,1,"Water Management, Partnerships, Rights, and Market Trends",RAND Corporation,US,https://www.rand.org/content/dam/rand/pubs/research_reports/RR900/RR933/RAND_RR933.pdf,2016-04-05 00:00:00 UTC
37,10.1073/pnas.1200311109,central_valley,Bridget R. Scanlon,2012,1,"Petition to the EPA to Revise the Regulations for Aquifer Exemptions under the Safe Drinking Water Act, March 2016 (PDF)",Natural Resources Defense Council (NRDC),US,https://www.nrdc.org/sites/default/files/wat_16032201a.pdf,2016-03-22 12:00:00 UTC
38,10.1029/2010gl046442,central_valley,J. S. Famiglietti,2011,1,Predicted Impacts of Climate Change on Groundwater Resources of Washington State,Washington State Department of Ecology,US,https://apps.ecology.wa.gov/publications/documents/1603006.pdf,2016-03-01 00:00:00 UTC
132,10.1038/nclimate2425,igp,J. S. Famiglietti,2014,1,Predicted Impacts of Climate Change on Groundwater Resources of Washington State,Washington State Department of Ecology,US,https://apps.ecology.wa.gov/publications/documents/1603006.pdf,2016-03-01 00:00:00 UTC
343,10.1002/wrcr.20192,north_china_plain,Wei Feng,2013,0,Extending Science: NASA's Space Science Mission Extensions and the Senior Review Process,National Academies Press,US,https://www.nap.edu/download/23624,2016-01-01 00:00:00 UTC
374,10.1002/hyp.9276,north_china_plain,Juana P. Moiwo,2012,0,Extending Science: NASA's Space Science Mission Extensions and the Senior Review Process,National Academies Press,US,https://www.nap.edu/download/23624,2016-01-01 00:00:00 UTC
138,10.1016/j.gloplacha.2014.02.007,igp,Jianli Chen,2014,1,Extending Science: NASA's Space Science Mission Extensions and the Senior Review Process,National Academies Press,US,https://www.nap.edu/download/23624,2016-01-01 00:00:00 UTC
37,10.1073/pnas.1200311109,central_valley,Bridget R. Scanlon,2012,1,Les périls du tarissement,Organisation for Economic Co-operation and Development (OECD),FR,https://www.oecd.org/content/dam/oecd/fr/publications/reports/2015/09/drying-wells-rising-stakes_g1g575de/9789264248427-fr.pdf,2015-12-17 10:10:48 UTC
38,10.1029/2010gl046442,central_valley,J. S. Famiglietti,2011,1,Les périls du tarissement,Organisation for Economic Co-operation and Development (OECD),FR,https://www.oecd.org/content/dam/oecd/fr/publications/reports/2015/09/drying-wells-rising-stakes_g1g575de/9789264248427-fr.pdf,2015-12-17 10:10:48 UTC
37,10.1073/pnas.1200311109,central_valley,Bridget R. Scanlon,2012,1,"Drying Wells, Rising Stakes",Organisation for Economic Co-operation and Development (OECD),FR,https://www.oecd.org/content/dam/oecd/en/publications/reports/2015/09/drying-wells-rising-stakes_g1g575de/9789264238701-en.pdf,2015-09-22 13:48:43 UTC
38,10.1029/2010gl046442,central_valley,J. S. Famiglietti,2011,1,"Drying Wells, Rising Stakes",Organisation for Economic Co-operation and Development (OECD),FR,https://www.oecd.org/content/dam/oecd/en/publications/reports/2015/09/drying-wells-rising-stakes_g1g575de/9789264238701-en.pdf,2015-09-22 13:48:43 UTC
292,10.1175/2007jhm951.1,mississippi,Benjamin F. Zaitchik,2008,1,Measuring What Matters Setting Measurable Objectives to Achieve Sustainable Groundwater Management in California,Union of Concerned Scientists,US,https://www.ucsusa.org/sites/default/files/attach/2015/09/measuring-what-matters-california-sustainable-groundwater-report.pdf,2015-09-03 00:00:00 UTC
37,10.1073/pnas.1200311109,central_valley,Bridget R. Scanlon,2012,1,Irrigation in U.S. Agriculture: On-Farm Technologies and Best Management Practices,Congressional Research Service,US,https://crsreports.congress.gov/product/pdf/download/R/R44158/R44158.pdf/,2015-08-21 00:00:00 UTC
427,10.1002/wrcr.20078,seed-untagged,K. Voss,2013,1,The Euphrates in Crisis: Channels of Cooperation for a Threatened River,Chatham House,GB,https://www.chathamhouse.org/sites/files/chathamhouse/field/field_document/20150413Euphrates_0.pdf,2015-04-14 00:00:00 UTC
131,10.1038/nature08238,igp,Matthew Rodell,2009,1,Climate Change and Food Systems: Global assessments and implications for food security and trade,Food and Agriculture Organization of the United Nations,IT,https://openknowledge.fao.org/server/api/core/bitstreams/88db916e-01b8-4d3e-92d1-d64e74978d41/content,2015-01-01 00:00:00 UTC
101,10.1029/2008wr006892,high_plains,Gil Strassberg,2009,0,Climate Change and Food Systems: Global assessments and implications for food security and trade,Food and Agriculture Organization of the United Nations,IT,https://openknowledge.fao.org/server/api/core/bitstreams/88db916e-01b8-4d3e-92d1-d64e74978d41/content,2015-01-01 00:00:00 UTC
37,10.1073/pnas.1200311109,central_valley,Bridget R. Scanlon,2012,1,Critical Role of Animal Science Research in Food Security and Sustainability,National Academies Press,US,https://www.nap.edu/download/19000,2015-01-01 00:00:00 UTC
37,10.1073/pnas.1200311109,central_valley,Bridget R. Scanlon,2012,1,A Framework for Assessing Effects of the Food System,National Academies Press,US,https://www.nap.edu/download/18846,2015-01-01 00:00:00 UTC
2,10.1002/2014wr015595,arabian,Petra Döll,2014,1,Global Diagnostic on Groundwater Governance,Food and Agriculture Organization of the United Nations,IT,https://openknowledge.fao.org/server/api/core/bitstreams/ab609e18-563d-43d9-87b0-874ce3b5de91/content,2015-01-01 00:00:00 UTC
133,10.1029/2009gl039401,igp,V. M. Tiwari,2009,1,Status of the Global Observing System for Climate,World Meteorological Organization (WMO),CH,https://library.wmo.int/viewer/54812/download?file=gcos_195_en.pdf&type=pdf&navigator=1,2015-01-01 00:00:00 UTC
131,10.1038/nature08238,igp,Matthew Rodell,2009,1,Status of the Global Observing System for Climate,World Meteorological Organization (WMO),CH,https://library.wmo.int/viewer/54812/download?file=gcos_195_en.pdf&type=pdf&navigator=1,2015-01-01 00:00:00 UTC
138,10.1016/j.gloplacha.2014.02.007,igp,Jianli Chen,2014,1,Towards a water and food secure future,Food and Agriculture Organization of the United Nations,IT,https://openknowledge.fao.org/server/api/core/bitstreams/8af6f4fb-a159-4e83-b4da-90abf8aee3b7/content,2015-01-01 00:00:00 UTC
131,10.1038/nature08238,igp,Matthew Rodell,2009,1,Republic of India : Accelerating Agricultural Productivity Growth,World Bank,US,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2015/01/14/000442464_20150114081222/Rendered/PDF/880930REVISED00ivity0Growth00PUBLIC.pdf,2014-05-21 00:00:00 UTC
131,10.1038/nature08238,igp,Matthew Rodell,2009,1,Republic of India : Accelerating Agricultural Productivity Growth,World Bank,US,https://openknowledge.worldbank.org/server/api/core/bitstreams/604a71bb-0099-529f-8c5b-cd5c46e60df9/content,2014-05-21 00:00:00 UTC
133,10.1029/2009gl039401,igp,V. M. Tiwari,2009,1,Conflict-sensitive Adaptation to Climate Change in Africa,African Centre for the Constructive Resolution of Disputes (ACCORD),ZA,https://africaportal.org/wp-content/uploads/2023/05/Conflict_Adaptation_1.pdf,2014-03-01 00:00:00 UTC
38,10.1029/2010gl046442,central_valley,J. S. Famiglietti,2011,1,Climate Change Impacts in the United States: The Third National Climate Assessment,U.S. Global Change Research Program (USGCRP),US,https://nca2014.globalchange.gov/downloads/high/NCA3_Climate_Change_Impacts_in_the_United%20States_HighRes.pdf,2014-01-01 00:00:00 UTC
131,10.1038/nature08238,igp,Matthew Rodell,2009,1,Groundwater Assessment in Kathajodi-Surua Inter-Basin for Sustainable Water Resources Management in Deltaic Aquifers,Indian Institute of Water Management,IN,http://www.iiwm.res.in/pdf/Bulletin_65.pdf,2014-01-01 00:00:00 UTC
427,10.1002/wrcr.20078,seed-untagged,K. Voss,2013,1,The status and distribution of freshwater biodiversity in the eastern Mediterranean,International Union for Conservation of Nature,CH,https://portals.iucn.org/library/sites/library/files/documents/RL-262.2-001.pdf,2014-01-01 00:00:00 UTC
131,10.1038/nature08238,igp,Matthew Rodell,2009,1,"Turn Down the Heat : Climate Extremes, Regional Impacts, and the Case for Resilience",World Bank,US,https://openknowledge.worldbank.org/server/api/core/bitstreams/f88804a9-418d-5245-b2fb-e6d3a68af0d5/content,2013-06-19 00:00:00 UTC
131,10.1038/nature08238,igp,Matthew Rodell,2009,1,Managing the Risks of Extreme Events and Disasters to Advance Climate Change Adaptation,Intergovernmental Panel on Climate Change,CH,https://www.ipcc.ch/site/assets/uploads/2018/03/SREX_Full_Report-1.pdf,2012-04-06 20:01:57 UTC
131,10.1038/nature08238,igp,Matthew Rodell,2009,1,Asia's Wicked Environmental Problems,Asian Development Bank,PH,https://www.adb.org/sites/default/files/publication/156203/adbi-wp348.pdf,2012-02-28 00:00:00 UTC
38,10.1029/2010gl046442,central_valley,J. S. Famiglietti,2011,1,Sustainable Water and Environmental Management in the California Bay-Delta,National Academies Press,US,https://www.nap.edu/download/13394,2012-01-01 00:00:00 UTC
131,10.1038/nature08238,igp,Matthew Rodell,2009,1,United Nations world water development report 4: managing water under uncertainty and risk,UNESCO,FR,http://unesdoc.unesco.org/images/0021/002156/215644e.pdf,2012-01-01 00:00:00 UTC
131,10.1038/nature08238,igp,Matthew Rodell,2009,1,South Asian forests and forestry to 2020,Food and Agriculture Organization of the United Nations,IT,https://openknowledge.fao.org/server/api/core/bitstreams/3df66a26-1882-49ef-9b55-62236dbfea64/content,2012-01-01 00:00:00 UTC
131,10.1038/nature08238,igp,Matthew Rodell,2009,1,Adapting to Climate Change : Assessing World Bank Group Experience--Phase III of the World Bank Group and Climate Change,World Bank,US,https://openknowledge.worldbank.org/server/api/core/bitstreams/e3c2bb41-ea57-5318-b6d1-9cdaf1b1d6c6/content,2012-01-01 00:00:00 UTC
131,10.1038/nature08238,igp,Matthew Rodell,2009,1,Report of the 5th GTN-H Coordination Panel Meeting,World Meteorological Organization (WMO),CH,https://library.wmo.int/viewer/48842/download?file=gcos-162.pdf&type=pdf&navigator=1,2012-01-01 00:00:00 UTC
131,10.1038/nature08238,igp,Matthew Rodell,2009,1,Climate Risk Case Study,World Bank,US,https://openknowledge.worldbank.org/server/api/core/bitstreams/beb9925b-2667-53ad-976a-32c1df640a86/content,2011-01-01 00:00:00 UTC
133,10.1029/2009gl039401,igp,V. M. Tiwari,2009,1,Climate Risk and Financial Institutions,World Bank,US,https://openknowledge.worldbank.org/server/api/core/bitstreams/8d25c2fe-5e30-5c8c-a417-3d88a7e5ada7/content,2011-01-01 00:00:00 UTC
131,10.1038/nature08238,igp,Matthew Rodell,2009,1,Climate Risk and Financial Institutions,World Bank,US,https://openknowledge.worldbank.org/server/api/core/bitstreams/8d25c2fe-5e30-5c8c-a417-3d88a7e5ada7/content,2011-01-01 00:00:00 UTC
131,10.1038/nature08238,igp,Matthew Rodell,2009,1,Sustainable Land Management for Mitigation of and Adaptation to Climate Change,World Bank,US,https://openknowledge.worldbank.org/server/api/core/bitstreams/a0b1b9fc-4e9d-5df3-a0b3-b75efce15c18/content,2010-06-29 00:00:00 UTC
291,10.1007/s10040-006-0103-7,mississippi,Matthew Rodell,2006,1,A Review of Selected Hydrology Topics to Support Bank Operations,World Bank,US,https://openknowledge.worldbank.org/server/api/core/bitstreams/e9bc1962-d0fc-55cc-9230-b77cd5f7432e/content,2010-06-01 00:00:00 UTC
101,10.1029/2008wr006892,high_plains,Gil Strassberg,2009,0,Precise Geodetic Infrastructure: National Requirements for a Shared Resource,National Academies Press,US,https://www.nap.edu/download/12954,2010-01-01 00:00:00 UTC
291,10.1007/s10040-006-0103-7,mississippi,Matthew Rodell,2006,1,Precise Geodetic Infrastructure: National Requirements for a Shared Resource,National Academies Press,US,https://www.nap.edu/download/12954,2010-01-01 00:00:00 UTC
101,10.1029/2008wr006892,high_plains,Gil Strassberg,2009,0,Understanding the Changing Planet: Strategic Directions for the Geographical Sciences,National Academies Press,US,https://www.nap.edu/download/12860,2010-01-01 00:00:00 UTC
131,10.1038/nature08238,igp,Matthew Rodell,2009,1,Summary Report of the Twelfth Session of the GTOS/GCOS Terrestrial Observation Panel for Climate (TOPC): final report,World Meteorological Organization (WMO),CH,https://library.wmo.int/viewer/48302/download?file=wmo-td_1528_en.pdf&type=pdf&navigator=1,2010-01-01 00:00:00 UTC
131,10.1038/nature08238,igp,Matthew Rodell,2009,1,Groundwater use for irrigation – a global inventory,Food and Agriculture Organization of the United Nations,IT,https://openknowledge.fao.org/server/api/core/bitstreams/5ce1f0d9-6b22-4768-9cd7-c71ad699e4f0/content,2010-01-01 00:00:00 UTC
292,10.1175/2007jhm951.1,mississippi,Benjamin F. Zaitchik,2008,1,Water and Agriculture: Implications for Development and Growth,Center for Strategic and International Studies,US,https://csis-website-prod.s3.amazonaws.com/s3fs-public/legacy_files/files/publication/091104_Peterson_Water%26Agri_WEB.pdf,2009-11-10 00:00:00 UTC
291,10.1007/s10040-006-0103-7,mississippi,Matthew Rodell,2006,1,Water in a changing world: the United Nations world water development report 3,UNESCO,FR,http://unesdoc.unesco.org/images/0018/001819/181993kor.pdf,2009-01-01 00:00:00 UTC
294,10.1029/2005gl024851,mississippi,T. H. Syed,2005,1,Water in a changing world: the United Nations world water development report 3,UNESCO,FR,http://unesdoc.unesco.org/images/0018/001819/181993kor.pdf,2009-01-01 00:00:00 UTC
294,10.1029/2005gl024851,mississippi,T. H. Syed,2005,1,Water in a changing world: the United Nations world water development report 3,UNESCO,FR,http://unesdoc.unesco.org/images/0018/001819/181993e.pdf,2009-01-01 00:00:00 UTC
291,10.1007/s10040-006-0103-7,mississippi,Matthew Rodell,2006,1,Water in a changing world: the United Nations world water development report 3,UNESCO,FR,http://unesdoc.unesco.org/images/0018/001819/181993e.pdf,2009-01-01 00:00:00 UTC
322,10.1029/2008wr007333,murray,Marc Leblanc,2009,1,An Australian Strategic Plan For Earth Observations From Space,Australian Academy of Sciences,AU,https://www.science.org.au/files/userfiles/support/reports-and-plans/2015/earth-observations-from-space.pdf,2009-01-01 00:00:00 UTC
291,10.1007/s10040-006-0103-7,mississippi,Matthew Rodell,2006,1,SAP 1.3: Reanalysis of Historical Climate Data for Key Atmospheric Features: Implications for Attribution of Causes of Observed Change,U.S. Global Change Research Program (USGCRP),US,https://downloads.globalchange.gov/sap/sap1-3/sap1-3-final-all.pdf,2008-01-01 00:00:00 UTC
291,10.1007/s10040-006-0103-7,mississippi,Matthew Rodell,2006,1,Integrating Multiscale Observations of U.S. Waters,National Academies Press,US,https://www.nap.edu/download/12060,2008-01-01 00:00:00 UTC
100,10.1029/2007gl030139,high_plains,Gil Strassberg,2007,0,Integrating Multiscale Observations of U.S. Waters,National Academies Press,US,https://www.nap.edu/download/12060,2008-01-01 00:00:00 UTC
99,10.1016/s0022-1694(02)00060-4,high_plains,Matthew Rodell,2002,1,Integrating Multiscale Observations of U.S. Waters,National Academies Press,US,https://www.nap.edu/download/12060,2008-01-01 00:00:00 UTC
99,10.1016/s0022-1694(02)00060-4,high_plains,Matthew Rodell,2002,1,Groundwater Fluxes Across Interfaces,National Academies Press,US,https://www.nap.edu/download/10891,2004-01-01 00:00:00 UTC
99,10.1016/s0022-1694(02)00060-4,high_plains,Matthew Rodell,2002,1,Confronting the Nation's Water Problems: The Role of Research,National Academies Press,US,https://www.nap.edu/download/11031,2004-01-01 00:00:00 UTC
